;;;;;;;;;
Anexo 1. Desempeño fiscal de los municipios 2013, ;;;;;;;;;
ordenados de mayor a menor calificación;;;;;;;;;
;;;;;;;;;
Codigo Dane Mpio;Departamento;Municipio;Autofinanciamiento gastos de funcionamiento 1/;Respaldo del servicio de la deuda 2/;Dependencia transferencias y regalías 3/;Generación de recursos propios 4/;Magnitud de la inversión 5/;Capacidad de ahorro 6/;Indicador de desempeño Fiscal 7/
 54599 ; Norte De Santander ; Ragonvalia ;57,55;12,42;62,83;27,10;85,41;27,29;62,07
 19585 ; Cauca ; Puracé ;56,78;0,00;94,00;27,54;86,44;42,71;62,07
 68705 ; Santander ; Santa Bárbara ;52,77;1,09;83,30;24,66;83,58;39,24;62,06
 05652 ; Antioquia ; San Francisco ;47,20;3,50;85,87;21,19;86,37;45,21;62,05
 08421 ; Atlántico ; Luruaco ;71,95;8,83;87,58;50,49;91,54;16,81;62,04
 68209 ; Santander ; Confines ;40,17;6,38;76,08;28,68;78,26;39,43;62,03
 41078 ; Huila ; Baraya ;58,47;5,03;89,35;30,99;85,70;40,67;62,00
 13760 ; Bolívar ; Soplaviento ;67,59;0,00;84,19;19,50;89,78;37,12;61,99
 68522 ; Santander ; Palmar ;45,16;0,00;85,62;22,47;81,25;44,55;61,98
 05792 ; Antioquia ; Tarso ;73,81;12,38;74,38;56,27;72,24;21,84;61,97
 19022 ; Cauca ; Almaguer ;45,69;0,00;93,49;15,15;92,20;48,32;61,96
 68322 ; Santander ; Guapotá ;54,80;0,00;73,82;28,45;75,02;32,91;61,96
 50325 ; Meta ; Mapiripán ;54,79;0,00;91,68;27,06;85,46;40,95;61,91
 27745 ; Chocó ; Sipí ;57,00;0,00;94,93;24,61;89,93;41,92;61,90
 18205 ; Caquetá ; Curillo ;62,58;8,49;88,33;42,85;87,72;28,13;61,85
 52317 ; Nariño ; Guachucal ;70,16;4,31;89,81;36,46;92,12;26,69;61,85
 15798 ; Boyacá ; Tenza ;58,75;1,38;85,35;37,12;83,27;27,35;61,82
 54206 ; Norte De Santander ; Convención ;59,06;4,90;92,82;37,15;89,48;32,28;61,81
 41801 ; Huila ; Teruel ;60,09;6,07;87,87;36,25;88,16;30,89;61,80
 19622 ; Cauca ; Rosas ;66,45;0,00;78,27;28,91;88,30;21,58;61,79
 41676 ; Huila ; Santa María ;53,38;2,32;84,20;34,18;86,71;26,28;61,76
 05543 ; Antioquia ; Peque ;56,21;7,57;80,74;24,97;86,20;39,01;61,74
 73352 ; Tolima ; Icononzo ;76,74;0,00;85,68;35,75;87,05;22,86;61,73
 97161 ; Vaupés ; Caruru ;57,47;4,15;70,99;12,74;85,42;38,60;61,71
 19693 ; Cauca ; San Sebastián ;64,25;0,00;92,98;25,02;90,08;38,04;61,69
 15720 ; Boyacá ; Sativanorte ;38,55;0,00;92,04;16,44;85,80;50,51;61,67
 76243 ; Valle Del Cauca ; El Águila ;63,67;1,39;90,81;39,24;89,94;22,26;61,63
 05310 ; Antioquia ; Gómez Plata ;72,97;5,66;58,83;36,54;75,63;12,84;61,58
 15403 ; Boyacá ; La Uvita ;35,49;2,64;92,00;19,44;86,58;49,00;61,58
 52885 ; Nariño ; Yacuanquer ;52,18;0,00;94,81;21,68;93,46;38,95;61,57
 27099 ; Chocó ; Bojaya ;78,05;0,00;84,59;24,73;89,18;29,95;61,56
 68686 ; Santander ; San Miguel ;58,07;0,00;87,06;21,78;83,92;41,18;61,56
 70204 ; Sucre ; Coloso ;62,50;0,00;81,86;19,52;88,75;33,09;61,56
 15533 ; Boyacá ; Paya ;33,00;8,32;92,87;15,01;85,43;62,24;61,55
 25580 ; Cundinamarca ; Pulí ;64,60;7,04;62,75;22,31;86,50;21,36;61,54
 15232 ; Boyacá ; Chíquiza ;59,51;8,11;76,35;27,78;86,99;30,05;61,53
 47053 ; Magdalena ; Aracataca ;66,39;19,73;86,68;47,10;92,17;28,07;61,50
 52233 ; Nariño ; Cumbitara ;60,53;0,00;88,57;13,71;90,98;43,12;61,48
 18029 ; Caquetá ; Albania ;61,47;0,00;89,37;26,85;94,80;25,97;61,47
 05038 ; Antioquia ; Angostura ;59,02;19,63;70,71;48,17;82,02;21,35;61,46
 17388 ; Caldas ; La Merced ;57,85;0,18;82,52;30,75;84,50;26,11;61,45
 54871 ; Norte De Santander ; Villa Caro ;44,65;4,05;89,81;24,68;86,80;41,85;61,44
 19824 ; Cauca ; Totoró ;65,63;1,85;92,25;32,83;89,05;30,77;61,44
 15183 ; Boyacá ; Chita ;39,20;1,29;89,28;11,55;90,29;48,10;61,44
 50686 ; Meta ; San Juanito ;44,74;0,00;85,53;23,30;84,31;36,83;61,43
 05885 ; Antioquia ; Yalí ;78,00;14,46;67,68;45,27;81,52;15,56;61,42
 15296 ; Boyacá ; Gameza ;38,47;3,03;77,40;12,98;88,69;38,19;61,42
 15097 ; Boyacá ; Boavita ;52,95;3,38;84,73;23,79;86,24;37,02;61,38
 27450 ; Chocó ; Medio San Juan ;60,92;0,00;96,31;23,93;93,70;36,59;61,37
 52560 ; Nariño ; Potosí ;53,13;0,70;86,63;19,42;94,26;31,71;61,37
 52565 ; Nariño ; Providencia ;41,86;0,00;90,85;12,00;89,07;48,44;61,36
 15317 ; Boyacá ; Guacamayas ;43,54;0,00;94,18;17,84;86,88;47,99;61,35
 05145 ; Antioquia ; Caramanta ;79,37;9,91;80,08;51,48;80,61;16,66;61,33
 15106 ; Boyacá ; Briceño ;46,91;0,00;89,37;22,58;83,90;41,19;61,32
 25653 ; Cundinamarca ; San Cayetano ;53,43;2,52;75,50;26,57;84,21;25,47;61,30
 27425 ; Chocó ; Medio Atrato ;68,29;0,32;93,69;22,61;91,79;37,17;61,28
 41483 ; Huila ; Nátaga ;48,62;3,76;86,41;22,02;87,41;38,97;61,25
 27430 ; Chocó ; Medio Baudó ;63,59;0,00;94,77;27,08;90,14;34,74;61,24
 85015 ; Casanare ; Chameza ;51,53;0,00;97,40;20,11;94,72;39,71;61,23
 86749 ; Putumayo ; Sibundoy ;66,33;23,10;82,50;46,11;89,17;30,28;61,22
 25168 ; Cundinamarca ; Chaguaní ;78,26;4,08;80,42;28,42;88,51;25,09;61,21
 23586 ; Córdoba ; Purísima ;71,45;6,16;93,50;41,84;90,10;24,91;61,20
 54174 ; Norte De Santander ; Chitagá ;58,51;7,78;89,13;26,31;89,91;38,81;61,19
 50370 ; Meta ; Uribe ;60,34;0,00;88,18;25,80;86,52;32,88;61,18
 52381 ; Nariño ; La Florida ;57,18;2,56;87,51;24,70;90,59;31,86;61,16
 05113 ; Antioquia ; Buriticá ;65,14;5,21;76,08;30,47;82,94;25,43;61,14
 15180 ; Boyacá ; Chiscas ;49,70;0,08;87,31;17,61;88,21;38,60;61,14
 73520 ; Tolima ; Palocabildo ;63,23;8,25;85,80;37,30;88,84;25,22;61,12
 15790 ; Boyacá ; Tasco ;56,23;0,00;88,77;12,94;85,35;47,67;61,09
 25506 ; Cundinamarca ; Venecia ;57,89;0,00;83,40;26,43;84,71;28,68;61,08
 68524 ; Santander ; Palmas del Socorro ;56,08;0,00;85,58;26,08;80,82;34,55;60,94
 47660 ; Magdalena ; Sabanas de San Angel ;74,47;1,50;92,10;35,19;89,04;24,52;60,94
 68245 ; Santander ; El Guacamayo ;44,19;5,57;86,88;25,68;82,09;41,38;60,93
 68684 ; Santander ; San José de Miranda ;54,01;3,61;86,47;25,58;85,71;34,88;60,93
 47030 ; Magdalena ; Algarrobo ;55,76;3,55;92,98;30,04;89,91;32,12;60,91
 54125 ; Norte De Santander ; Cácota ;41,57;3,56;90,37;30,48;85,12;34,07;60,90
 19256 ; Cauca ; El Tambo ;65,54;6,71;88,15;48,97;94,31;6,24;60,90
 54553 ; Norte De Santander ; Puerto Santander ;50,46;8,45;86,56;26,83;90,11;34,26;60,88
 73347 ; Tolima ; Herveo ;77,70;0,00;79,53;36,37;83,21;14,46;60,84
 20310 ; Cesar ; González ;62,66;0,00;93,01;25,19;83,58;39,07;60,79
 73152 ; Tolima ; Casabianca ;63,22;0,00;90,58;27,22;86,87;30,51;60,72
 25436 ; Cundinamarca ; Manta ;57,68;0,00;74,35;20,02;79,05;30,03;60,72
 05091 ; Antioquia ; Betania ;56,86;17,02;75,50;50,57;80,75;17,17;60,71
 47570 ; Magdalena ; Puebloviejo ;73,13;6,99;91,10;48,56;89,76;13,66;60,71
 41378 ; Huila ; La Argentina ;61,37;5,69;89,87;34,73;88,42;26,70;60,69
 52352 ; Nariño ; Iles ;54,71;4,40;86,84;19,18;89,58;37,11;60,68
 54743 ; Norte De Santander ; Silos ;49,64;0,00;91,29;17,29;88,00;39,89;60,64
 25483 ; Cundinamarca ; Nariño ;58,85;1,51;79,51;27,45;77,23;30,12;60,55
 25878 ; Cundinamarca ; Viotá ;85,42;2,44;71,52;31,91;87,33;37,33;60,54
 41349 ; Huila ; Hobo ;54,78;15,97;83,21;35,27;85,98;33,07;60,54
 15810 ; Boyacá ; Tipacoque ;52,42;3,31;86,56;19,46;85,33;38,85;60,53
 70418 ; Sucre ; Los Palmitos ;78,32;2,26;94,50;31,61;93,17;24,44;60,52
 15332 ; Boyacá ; Güicán ;42,93;1,60;94,17;13,86;84,56;50,96;60,48
 13140 ; Bolívar ; Calamar ;74,17;1,75;94,40;34,28;89,50;24,52;60,46
 76054 ; Valle Del Cauca ; Argelia ;57,20;2,85;94,56;34,98;88,04;26,43;60,40
 05501 ; Antioquia ; Olaya ;57,31;2,76;78,63;35,80;66,45;32,53;60,40
 68370 ; Santander ; Jordán ;45,56;0,00;93,27;16,36;76,83;53,29;60,39
 15681 ; Boyacá ; San Pablo de Borbur ;79,30;10,71;83,65;29,65;88,08;29,74;60,34
 85315 ; Casanare ; Sácama ;46,98;0,00;89,65;17,81;82,76;41,39;60,34
 52405 ; Nariño ; Leiva ;53,28;2,89;93,43;25,43;88,68;34,07;60,31
 05483 ; Antioquia ; Nariño ;53,30;5,61;81,80;27,56;87,42;24,52;60,30
 47170 ; Magdalena ; Chibolo ;55,21;0,00;95,23;21,91;91,22;33,32;60,28
 47798 ; Magdalena ; Tenerife ;0,00;0,00;86,54;14,64;89,73;33,67;60,27
 18460 ; Caquetá ; Milán ;72,31;7,69;84,83;37,18;86,32;20,84;60,25
 15723 ; Boyacá ; Sativasur ;37,23;0,00;89,56;10,50;82,58;48,59;60,25
 13248 ; Bolívar ; El Guamo ;77,97;7,66;79,28;34,75;82,04;21,97;60,20
 05854 ; Antioquia ; Valdivia ;66,87;17,02;73,73;47,37;83,08;12,69;60,16
 25394 ; Cundinamarca ; La Palma ;68,66;0,00;81,44;25,55;88,61;17,50;60,15
 73236 ; Tolima ; Dolores ;65,57;1,28;88,81;30,33;86,50;23,48;60,12
 27075 ; Chocó ; Bahía Solano ;62,91;0,00;93,42;33,85;87,70;21,51;60,09
 08137 ; Atlántico ; Campo de La Cruz ;78,27;0,00;84,95;20,50;94,39;19,41;60,04
 52258 ; Nariño ; El Tablón de Gómez ;47,04;4,44;90,97;15,19;92,95;37,55;60,00
 47161 ; Magdalena ; Cerro San Antonio ;56,85;0,00;94,70;12,92;90,62;41,01;60,00
 54398 ; Norte De Santander ; La Playa ;62,16;7,39;73,39;28,27;85,27;17,52;59,96
 41872 ; Huila ; Villavieja ;65,14;10,97;85,13;42,31;84,97;18,96;59,93
 05665 ; Antioquia ; San Pedro de Uraba ;65,16;16,40;87,93;50,60;90,62;13,20;59,90
 54344 ; Norte De Santander ; Hacarí ;47,34;3,59;95,66;15,62;88,86;44,58;59,89
 13654 ; Bolívar ; San Jacinto ;61,04;1,94;96,12;27,06;89,16;30,78;59,89
 13667 ; Bolívar ; San Martín de Loba ;42,79;7,35;97,23;15,78;92,84;46,03;59,88
 18860 ; Caquetá ; Valparaíso ;73,88;4,98;87,18;36,60;86,79;17,72;59,87
 52720 ; Nariño ; Sapuyes ;44,08;6,53;88,15;30,36;87,48;26,19;59,85
 47675 ; Magdalena ; Salamina ;51,02;5,28;94,11;27,75;90,33;30,18;59,82
 41206 ; Huila ; Colombia ;42,02;8,24;94,47;16,20;91,52;44,80;59,81
 19075 ; Cauca ; Balboa ;63,74;4,16;90,56;26,45;93,28;23,33;59,79
 70508 ; Sucre ; Ovejas ;83,90;0,91;90,83;45,02;93,90;20,94;59,77
 52411 ; Nariño ; Linares ;60,80;6,46;86,48;27,46;91,00;23,10;59,76
 05234 ; Antioquia ; Dabeiba ;65,94;8,45;89,86;36,76;87,95;22,21;59,74
 15377 ; Boyacá ; Labranzagrande ;55,56;2,80;88,81;21,63;83,82;34,78;59,73
 95200 ; Guaviare ; Miraflores ;76,82;3,09;81,01;21,49;88,53;22,30;59,73
 15090 ; Boyacá ; Berbeo ;45,99;1,97;83,51;23,01;75,68;35,60;59,71
 52256 ; Nariño ; El Rosario ;47,44;0,00;97,80;8,51;93,43;43,80;59,69
 08141 ; Atlántico ; Candelaria ;56,47;4,80;93,35;18,60;92,15;35,67;59,69
 19743 ; Cauca ; Silvia ;79,18;4,81;93,49;39,69;93,87;11,67;59,66
 15879 ; Boyacá ; Viracachá ;55,39;5,77;71,03;22,37;80,55;22,42;59,64
 68266 ; Santander ; Enciso ;56,25;2,69;89,52;25,28;83,30;31,25;59,60
 05790 ; Antioquia ; Tarazá ;78,93;15,27;82,58;32,79;92,44;20,93;59,55
 15248 ; Boyacá ; El Espino ;58,89;0,00;84,66;16,62;82,62;32,67;59,54
 27250 ; Chocó ; El Litoral del San Juan ;75,10;0,00;76,82;13,01;91,30;19,18;59,54
 76246 ; Valle Del Cauca ; El Cairo ;68,00;0,12;92,20;34,58;88,65;15,00;59,53
 47720 ; Magdalena ; Santa Bárbara de Pinto ;62,55;0,00;94,39;28,30;88,18;24,16;59,52
 41530 ; Huila ; Palestina ;62,68;4,19;85,24;23,47;89,24;23,33;59,46
 68298 ; Santander ; Gambita ;54,95;12,60;68,58;28,92;81,66;18,71;59,46
 20570 ; Cesar ; Pueblo Bello ;62,89;2,68;97,07;19,74;93,96;32,26;59,45
 41244 ; Huila ; Elías ;49,30;5,67;89,69;25,11;84,90;32,30;59,43
 19364 ; Cauca ; Jambaló ;54,50;0,00;96,13;14,66;89,60;37,91;59,40
 68425 ; Santander ; Macaravita ;55,43;0,00;86,56;17,36;82,03;33,49;59,40
 52019 ; Nariño ; Albán ;40,44;3,27;84,10;15,40;92,79;25,32;59,39
 19137 ; Cauca ; Caldono ;79,08;3,17;93,20;32,55;92,55;16,41;59,35
 27160 ; Chocó ; Cértegui ;72,44;0,00;89,45;19,77;87,44;27,34;59,28
 13030 ; Bolívar ; Altos del Rosario ;76,39;0,00;97,30;4,10;84,02;54,89;59,20
 19110 ; Cauca ; Buenos Aires ;70,61;3,54;94,56;41,07;93,72;6,89;59,17
 68682 ; Santander ; San Joaquín ;49,03;8,97;79,81;19,50;83,42;31,36;59,07
 68169 ; Santander ; Charta ;73,39;2,20;83,07;25,70;83,34;20,14;59,05
 15774 ; Boyacá ; Susacón ;22,85;15,37;88,66;6,44;87,19;57,13;59,02
 52215 ; Nariño ; Córdoba ;62,99;19,08;92,03;27,45;91,60;38,04;59,01
 13744 ; Bolívar ; Simití ;82,84;0,00;90,10;35,23;90,04;22,85;59,01
 52435 ; Nariño ; Mallama ;48,09;2,22;93,99;17,73;89,11;33,00;58,99
 15580 ; Boyacá ; Quípama ;70,46;3,05;93,25;11,00;88,50;40,51;58,92
 18785 ; Caquetá ; Solita ;72,87;0,25;93,65;28,76;91,28;15,87;58,90
 05004 ; Antioquia ; Abriaquí ;55,65;2,43;84,76;19,35;78,02;33,39;58,87
 15236 ; Boyacá ; Chivor ;65,40;0,00;87,94;21,75;82,92;25,64;58,82
 52621 ; Nariño ; Roberto Payán ;78,50;0,00;93,73;14,03;92,38;29,23;58,79
 15808 ; Boyacá ; Tinjacá ;63,76;4,92;80,69;31,86;76,44;20,20;58,79
 05425 ; Antioquia ; Maceo ;98,66;0,00;67,74;71,89;83,65;54,27;58,78
 13810 ; Bolívar ; Tiquisio ;60,15;0,00;81,10;7,49;91,73;23,74;58,75
 52260 ; Nariño ; El Tambo ;66,72;3,96;94,26;21,54;90,80;27,72;58,71
 15212 ; Boyacá ; Coper ;52,93;4,90;85,53;20,85;83,57;28,19;58,67
 27600 ; Chocó ; Río Quito ;53,02;0,00;97,96;12,25;89,17;37,59;58,59
 54377 ; Norte De Santander ; Labateca ;54,47;3,85;92,53;12,35;88,80;36,65;58,56
 05628 ; Antioquia ; Sabanalarga ;68,24;2,96;84,71;26,66;85,00;16,49;58,51
 52250 ; Nariño ; El Charco ;62,00;0,00;98,06;13,72;94,70;29,00;58,40
 13458 ; Bolívar ; Montecristo ;55,47;0,00;88,57;8,16;92,81;26,87;58,35
 68013 ; Santander ; Aguada ;54,51;1,57;90,82;16,33;82,20;33,82;58,35
 86757 ; Putumayo ; San Miguel ;93,16;4,46;81,11;65,12;91,26;38,89;58,35
 73873 ; Tolima ; Villarrica ;52,38;1,45;87,71;27,06;85,25;15,93;58,33
 47460 ; Magdalena ; Nueva Granada ;63,17;7,17;95,20;38,75;89,96;12,72;58,31
 19392 ; Cauca ; La Sierra ;61,12;5,50;95,19;21,59;88,63;29,97;58,28
 54313 ; Norte De Santander ; Gramalote ;33,01;4,77;83,63;15,39;86,53;25,97;58,25
 52385 ; Nariño ; La Llanada ;53,79;2,38;95,02;12,65;89,14;34,65;58,23
 19701 ; Cauca ; Santa Rosa ;61,27;0,00;86,12;9,60;82,12;32,55;58,06
 05125 ; Antioquia ; Caicedo ;54,95;1,50;87,21;11,94;85,13;28,49;57,87
 52473 ; Nariño ; Mosquera ;37,71;0,00;98,69;5,45;86,84;42,79;57,79
 17446 ; Caldas ; Marulanda ;59,82;0,00;94,46;30,69;80,29;18,43;57,68
 15226 ; Boyacá ; Cuítiva ;46,65;12,88;83,35;23,77;77,50;32,42;57,67
 15839 ; Boyacá ; Tutazá ;55,27;0,00;85,94;12,61;80,96;27,78;57,64
 54128 ; Norte De Santander ; Cachirá ;74,32;6,75;84,51;25,58;88,47;12,05;57,57
 44420 ; La Guajira ; La Jagua del Pilar ;64,10;0,00;96,11;21,64;78,95;30,10;57,54
 15621 ; Boyacá ; Rondón ;72,72;8,14;80,90;18,02;82,61;23,86;57,50
 13673 ; Bolívar ; Santa Catalina ;37,36;0,00;88,32;27,84;92,92;0,00;57,43
 86001 ; Putumayo ; Mocoa ;93,92;0,00;77,21;85,48;81,92;16,62;57,41
 13580 ; Bolívar ; Regidor ;60,17;0,00;97,48;13,03;84,68;33,20;57,36
 15401 ; Boyacá ; La Victoria ;55,42;0,00;91,82;18,82;77,44;28,95;57,32
 27245 ; Chocó ; El Carmen de Atrato ;52,97;0,00;90,53;27,74;82,64;11,97;57,21
 13222 ; Bolívar ; Clemencia ;70,82;5,66;91,82;31,94;85,76;11,91;57,17
 15522 ; Boyacá ; Panqueba ;58,83;3,92;88,70;13,71;82,44;29,31;57,16
 27006 ; Chocó ; Acandí ;70,65;5,03;95,16;31,72;87,27;12,91;57,13
 27495 ; Chocó ; Nuquí ;66,35;0,00;96,28;17,12;87,65;23,04;57,13
 15218 ; Boyacá ; Covarachía ;54,87;3,46;95,00;10,67;81,26;39,21;57,10
 05059 ; Antioquia ; Armenia ;62,41;9,97;85,60;31,57;79,71;16,79;57,06
 13268 ; Bolívar ; El Peñón ;77,96;6,79;92,33;31,74;83,58;15,06;56,98
 52427 ; Nariño ; Magüi ;73,00;3,89;92,83;23,73;86,77;17,01;56,96
 13490 ; Bolívar ; Norosí ;36,44;9,58;76,87;10,77;75,67;32,40;56,86
 13042 ; Bolívar ; Arenal ;72,18;5,34;92,12;24,40;84,95;17,83;56,74
 86219 ; Putumayo ; Colón ;84,92;5,48;90,62;43,66;86,32;21,42;56,67
 41357 ; Huila ; Iquira ;79,93;1,92;95,04;26,23;87,58;11,55;56,66
 13212 ; Bolívar ; Córdoba ;74,34;0,00;91,24;15,97;91,51;11,67;56,61
 15660 ; Boyacá ; San Eduardo ;52,13;3,24;90,81;19,27;79,76;23,86;56,56
 13062 ; Bolívar ; Arroyohondo ;57,45;8,06;92,63;21,91;84,32;21,26;56,19
 19290 ; Cauca ; Florencia ;57,45;0,00;98,30;8,77;88,11;27,22;56,18
 86573 ; Putumayo ; Leguízamo ;86,70;3,28;86,09;47,32;86,03;17,21;56,15
 08560 ; Atlántico ; Ponedera ;77,25;0,00;92,29;25,16;91,63;0,00;56,15
 08675 ; Atlántico ; Santa Lucía ;70,61;1,00;93,99;7,44;90,36;20,38;55,76
 68502 ; Santander ; Onzaga ;57,34;9,35;86,84;23,16;78,70;18,72;55,73
 05134 ; Antioquia ; Campamento ;72,76;4,66;84,16;22,70;75,57;13,93;55,66
 13873 ; Bolívar ; Villanueva ;68,89;5,48;96,26;19,01;89,89;15,20;55,59
 68318 ; Santander ; Guaca ;64,99;6,88;85,05;25,26;83,50;5,19;55,50
 52022 ; Nariño ; Aldana ;46,96;4,85;95,03;12,69;87,50;21,16;55,40
 05873 ; Antioquia ; Vigía del Fuerte ;74,01;9,36;83,12;23,14;83,52;7,64;55,39
 52079 ; Nariño ; Barbacoas ;79,04;0,00;97,26;23,33;92,47;0,00;55,20
 13300 ; Bolívar ; Hatillo de Loba ;67,79;6,90;96,43;24,28;83,01;16,14;55,16
 68207 ; Santander ; Concepción ;65,93;11,88;83,69;31,41;81,79;2,86;55,16
 27077 ; Chocó ; Bajo Baudó ;75,55;4,42;93,18;17,87;89,94;8,11;54,99
 52520 ; Nariño ; Francisco Pizarro ;61,69;1,15;98,92;3,93;95,51;18,48;54,95
 47205 ; Magdalena ; Concordia ;59,47;6,81;98,05;13,46;92,09;17,73;54,92
 19450 ; Cauca ; Mercaderes ;70,92;16,37;94,97;16,89;92,04;21,96;54,88
 68720 ; Santander ; Santa Helena del Opón ;68,25;7,84;88,65;25,16;64,07;26,22;54,76
 13600 ; Bolívar ; Río Viejo ;73,09;3,92;83,70;19,33;84,81;0,00;54,69
 73854 ; Tolima ; Valle de San Juan ;73,78;7,60;87,71;24,46;80,82;6,85;54,63
 13655 ; Bolívar ; San Jacinto del Cauca ;73,06;0,00;95,78;14,85;76,02;20,22;54,45
 47605 ; Magdalena ; Remolino ;57,60;9,42;91,67;12,40;82,08;20,13;53,98
 13549 ; Bolívar ; Pinillos ;67,07;10,54;91,11;11,68;92,84;3,61;52,97
 13670 ; Bolívar ; San Pablo ;91,53;6,97;86,49;64,38;85,00;11,06;52,92
 23500 ; Córdoba ; Moñitos ;90,85;11,91;92,12;61,14;85,37;21,46;52,88
 27413 ; Chocó ; Lloró ;54,39;1,58;99,26;13,12;85,13;6,23;52,67
 47541 ; Magdalena ; Pedraza ;61,87;3,48;97,77;6,38;86,91;11,54;52,58
 13473 ; Bolívar ; Morales ;146,77;7,97;71,34;75,00;91,57;16,72;51,58
 15518 ; Boyacá ; Pajarito ;94,71;5,91;78,81;42,52;76,67;40,76;51,25
 13620 ; Bolívar ; San Cristóbal ;0,07;8,21;96,24;6,19;85,70;5,25;50,74
 47703 ; Magdalena ; San Zenón ;60,87;10,18;97,01;14,67;81,38;1,05;50,27
 44110 ; La Guajira ; El Molino ;89,40;0,00;97,20;18,19;93,09;20,71;49,63
 47318 ; Magdalena ; Guamal ;91,41;3,26;79,22;34,22;93,49;0,00;49,61
 27800 ; Chocó ; Unguía ;86,51;7,17;93,41;36,09;84,01;0,00;49,58
 13650 ; Bolívar ; San Fernando ;78,65;18,64;96,11;18,83;81,96;0,00;49,48
 05736 ; Antioquia ; Segovia ;102,91;5,46;67,00;47,18;78,53;38,42;49,37
 05895 ; Antioquia ; Zaragoza ;99,55;0,00;67,77;47,23;88,27;15,86;48,75
 27372 ; Chocó ; Juradó ;89,77;0,00;85,74;29,17;75,94;11,53;48,61
 13647 ; Bolívar ; San Estanislao ;48,24;39,33;97,55;19,53;88,91;11,48;48,55
 27660 ; Chocó ; San José del Palmar ;411,70;0,21;78,51;27,66;89,16;44,65;48,07
 23419 ; Córdoba ; Los Córdobas ;352,20;6,08;91,26;39,82;89,66;34,06;45,40
 99773 ; Vichada ; Cumaribo ;114,57;0,00;94,38;49,46;92,51;7,10;43,87
 19318 ; Cauca ; Guapi ;127,05;0,00;90,06;26,75;95,19;23,07;43,77
 05647 ; Antioquia ; San Andrés de Cuerquía ;152,73;15,42;79,75;50,56;79,36;18,89;43,18
 54720 ; Norte De Santander ; Sardinata ;196,97;3,59;94,00;17,65;89,93;37,93;42,44
 05475 ; Antioquia ; Murindó ;88,00;1,68;96,35;3,22;72,30;0,00;41,49
 13074 ; Bolívar ; Barranco de Loba ;92,60;13,29;86,62;9,12;90,55;0,00;40,98
 13440 ; Bolívar ; Margarita ;93,82;13,20;96,26;15,09;83,77;0,00;38,26
 27810 ; Chocó ; Unión Panamericana ;262,20;0,00;94,89;43,53;71,03;0,00;38,10
 27050 ; Chocó ; Atrato ;144,05;0,00;92,28;27,67;82,83;0,00;37,90
 27150 ; Chocó ; Carmen del Darien ;126,96;0,00;96,98;20,87;90,22;0,00;37,28
 27025 ; Chocó ; Alto Baudo ;200,25;10,14;95,57;22,69;81,09;0,00;34,42
 27073 ; Chocó ; Bagadó ;105,83;0,00;100,00;0,00;80,87;0,00;31,82
;;;;;;;;Promedio;67,25
Fuente: GAFDT-DDTS-DNP. ;;;;;;;;;
1/ Autofinanciación de los gastos de funcionamiento = Gasto funcionamiento/ ICLD * 100%;;;;;;;;;
2/ Respaldo del servicio de la deuda = Servicio de la deuda / ingreso disponible * 100%;;;;;;;;;
3/ Dependencia de las transferencias de la Nación y las Regalías = Transferencias + Regalías / ingresos totales * 100%.;;;;;;;;;
4/ Generación de recursos propios = Ingresos tributarios / ingresos corrientes * 100%;;;;;;;;;
5/ Magnitud de la inversión = Inversión / gasto total * 100%;;;;;;;;;
6/ Capacidad de ahorro = Ahorro corriente / ingresos corrientes * 100%;;;;;;;;;
7/ Indicador de desempeño Fiscal: Variable que resume los 6 indicadores anteriores en una sola medida,  con escala de 0 a 100.;;;;;;;;;
